"adjective","prop_item_correct","gbooks_freq"
"partisan",0.823529411764706,-0.081
"passionate",0.884057971014493,0.138
"passionless",0.8625,-0.249
"passive",0.914634146341463,-0.201
"paternal",0.934782608695652,-0.109
"pathetic",0.542553191489362,-0.055
"patient",0.81578947368421,-0.244
"patriarchal",0.835443037974684,-0.1
"patriotic",0.957894736842105,-0.236
"patronizing",0.773809523809524,-0.229
"peaceful",0.950617283950617,0.296
"peacemaking",0.933333333333333,-0.245
"peculiar",0.91025641025641,-0.249
"pedagogical",0.345238095238095,-0.248
"pedantic",0.363636363636364,-0.232
"pedestrian",0.485714285714286,-0.186
"peevish",0.597701149425287,-0.236
"penetrative",0.321428571428571,NA
"penitent",0.696629213483146,-0.188
"penny-wise",0.225,NA
"pensive",0.627906976744186,-0.203
"peppery",0.623376623376623,NA
"peppy",0.936170212765957,NA
"perceiving",0.962025316455696,-0.106
"perceptive",0.848837209302326,-0.207
"perfectionistic",0.922222222222222,NA
"peripatetic",0.176470588235294,-0.251
"perky",0.837837837837838,-0.252
"persecuting",0.370786516853933,-0.233
"persecutive",0.329268292682927,NA
"persevering",0.810810810810811,-0.215
"persistent",0.914893617021277,0.157
"personable",0.761363636363636,-0.251
"perspectiveless",0.636363636363636,NA
"perspicacious",0.325581395348837,NA
"persuadable",0.927083333333333,NA
"persuasive",0.96551724137931,-0.253
"pert",0.297872340425532,-0.253
"perturbable",0.607594936708861,NA
"perverse",0.228571428571429,-0.157
"perverted",0.720430107526882,-0.184
"pesky",0.855263157894737,-0.249
"pessimistic",0.660869565217391,-0.188
"petty",0.67816091954023,-0.211
"petulant",0.634146341463415,-0.238
"philandering",0.63265306122449,NA
"philanthropic",0.860759493670886,-0.191
"philosophical",0.925925925925926,-0.079
"philosophizing",0.506172839506173,-0.249
"phony",0.953846153846154,-0.232
"physical",0.4125,3.849
"picky",0.920454545454545,-0.252
"piggish",0.950617283950617,NA
"pigheaded",0.775280898876405,NA
"pioneering",0.895348837209302,-0.166
"pious",0.716981132075472,0.073
"pithy",0.111111111111111,-0.243
"pitiless",0.548076923076923,-0.218
"placating",0.691358024691358,NA
"placid",0.847222222222222,-0.172
"plain",0.884615384615385,-0.127
"plain-dealing",0.790322580645161,NA
"plain-spoken",0.608695652173913,NA
"planful",0.325581395348837,NA
"planless",0.73015873015873,NA
"platitudinous",0.442622950819672,NA
"playful",0.919191919191919,-0.134
"pleasant",0.630952380952381,-0.203
"pleased",0.709677419354839,-0.243
"pleasing",0.901098901098901,0.097
"pleasure-loving",0.75,NA
"pleasure-seeking",0.934782608695652,NA
"pliable",0.592233009708738,-0.235
"pliant",0.654320987654321,-0.239
"plodding",0.658536585365854,-0.233
"plotting",0.964705882352941,-0.159
"plucky",0.376811594202899,-0.243
"poetic",0.619565217391304,-0.234
"poised",0.853658536585366,-0.142
"polemical",0.223529411764706,-0.22
"polished",0.961538461538462,0.043
"polite",0.725274725274725,0.056
"political",0.955555555555556,-0.229
"pompous",0.875,-0.2
"ponderous",0.230769230769231,-0.199
"pontifical",0.346666666666667,-0.246
"pooh-poohing",0.56,NA
"poor",0.926829268292683,0.444
"popular",0.924050632911392,0
"posed",0.342105263157895,0.065
"positive",0.931506849315068,-0.253
"possessive",0.941176470588235,-0.2
"pouty",0.963414634146341,NA
"powerful",0.896103896103896,-0.22
"practical",0.635294117647059,1.903
"pragmatic",0.746666666666667,-0.241
"praising",0.842696629213483,-0.17
"prankish",0.888888888888889,NA
"prayerful",0.873239436619718,-0.242
"preaching",0.831578947368421,-0.227
"preachy",0.756410256410256,NA
"precise",0.988095238095238,0.421
"precocious",0.415584415584416,-0.221
"precondemning",0.850746268656716,NA
"predatory",0.929411764705882,-0.184
"predictable",0.82051282051282,-0.072
"prejudiced",0.908163265306122,-0.182
"prejudiceless",0.61764705882353,NA
"premeditative",0.917808219178082,NA
"preoccupied",0.857142857142857,-0.126
"presentable",0.903614457831325,-0.239
"presumptuous",0.451612903225806,-0.207
"pretenseful",0.4,NA
"pretenseless",0.442622950819672,NA
"pretentious",0.725,-0.218
"pretty",0.647058823529412,-0.138
"prickly",0.229357798165138,-0.218
"prideful",0.896551724137931,-0.254
"prideless",0.702380952380952,NA
"priggish",0.45679012345679,NA
"prim",0.522222222222222,-0.25
"principled",0.875,-0.213
"prissy",0.935064935064935,NA
"private",0.805555555555556,3.953
"privileged",0.9,0.057
"probing",0.870588235294118,-0.251
"procrastinating",0.942857142857143,NA
"productive",0.879120879120879,-0.242
"profane",0.694117647058824,-0.148
"professional",0.779220779220779,1.927
"profligate",0.35632183908046,-0.221
"profound",0.675675675675676,0.52
"prognosticating",0.512820512820513,NA
"progressive",0.8,0.338
"prominent",0.831460674157303,-0.231
"promiscuous",0.4,-0.221
"prompt",0.884057971014493,0.105
"proper",0.849315068493151,-0.179
"prophetic",0.945945945945946,-0.242
"prosaic",0.179775280898876,-0.208
"prosperous",0.957142857142857,0.001
"protective",0.936170212765957,-0.215
"proud",0.871428571428571,0.863
"provincial",0.483870967741935,-0.135
"provocable",0.840579710144927,NA
"provocative",0.876923076923077,-0.16
"prudent",0.680555555555556,0.005
"prudish",0.558333333333333,-0.254
"prurient",0.325581395348837,-0.253
"psychopathic",0.785185185185185,-0.248
"puckish",0.5,NA
"pugnacious",0.329268292682927,-0.248
"punctilious",0.36,-0.248
"punctual",0.955056179775281,-0.221
"punishing",0.573333333333333,-0.167
"pure",0.948051948051948,1.587
"puritanical",0.694444444444444,-0.246
"purposeful",0.796875,-0.19
"purposeless",0.82,-0.245
"purposive",0.604395604395604,-0.234
"pusillanimous",0.197530864197531,NA
"quaint",0.876404494382023,-0.087
"quarrelsome",0.925,-0.236
"querulous",0.5,-0.242
"questioning",0.839506172839506,-0.241
"quibbling",0.693069306930693,NA
"quick",0.837837837837838,1.35
"quick-tempered",0.950617283950617,NA
"quick-witted",0.955882352941177,NA
"quiet",0.988235294117647,-0.196
"quiet-spoken",0.916666666666667,NA
"quirky",0.853658536585366,-0.241
"quixotic",0.261904761904762,-0.249
"racy",0.82716049382716,-0.244
"radical",0.693181818181818,0.623
"rakish",0.306818181818182,NA
"rambling",0.719512195121951,-0.201
"rambunctious",0.88,NA
"rancorous",0.558441558441558,NA
"randy",0.58695652173913,-0.145
"rapacious",0.426829268292683,-0.235
"rapturous",0.430232558139535,-0.231
"rascally",0.746835443037975,-0.246
"rash",0.722222222222222,-0.064
"rational",0.954545454545455,0.651
"raucous",0.784090909090909,-0.233
"raunchy",0.922222222222222,NA
"reactionary",0.183908045977011,-0.186
"realistic",0.753424657534247,0.132
"reasonable",0.936708860759494,1.336
"reassuring",0.87012987012987,-0.151
"rebellious",0.766233766233766,-0.129
"recalcitrant",0.304878048780488,-0.226
"receiving",0.93421052631579,0.856
"receptive",0.865671641791045,-0.139
"reckless",0.938271604938272,-0.058
"reclusive",0.920792079207921,NA
"recondite",0.144578313253012,-0.249
"redoubtable",0.136842105263158,-0.242
"refined",0.804597701149425,0.101
"reflective",0.837209302325581,-0.238
"reformative",0.8625,NA
"refreshing",0.485714285714286,-0.123
"regal",0.541176470588235,-0.197
"regular",0.957446808510638,-0.148
"relaxed",0.873417721518987,0.12
"relentless",0.846153846153846,-0.139
"reliable",0.966292134831461,0.35
"reliant",0.903225806451613,-0.198
"religious",0.975,-0.243
"reluctant",0.704545454545455,0.064
"remarkable",0.880952380952381,-0.239
"remorseful",0.944444444444444,-0.245
"remorseless",0.416666666666667,-0.24
"repressed",0.871794871794872,-0.14
"reproachful",0.49,-0.237
"resentful",0.852631578947368,-0.21
"reserved",0.644444444444444,0.519
"resigned",0.773333333333333,0.029
"resilient",0.86046511627907,-0.202
"resistant",0.442622950819672,0.034
"resolute",0.804123711340206,-0.126
"resolved",0.73,-0.207
"resourceful",0.876543209876543,-0.221
"respectable",0.951612903225806,0.149
"respected",0.916666666666667,0.214
"respectful",0.864583333333333,-0.066
"responsible",0.835164835164835,1.725
"responsive",0.883720930232558,-0.042
"restive",0.204724409448819,-0.239
"restless",0.946236559139785,0.043
"restrainable",1,NA
"restrained",0.671428571428571,-0.058
"retaliative",0.845238095238095,NA
"retarded",0.858695652173913,-0.174
"reticent",0.4125,-0.227
"retiring",0.2,-0.113
"retortive",0.614285714285714,NA
"revengeful",0.941860465116279,-0.242
"reverent",0.43298969072165,-0.207
"rhythmic",0.849462365591398,-0.125
"rich",0.974683544303797,-0.044
"ridiculous",0.768292682926829,0.116
"righteous",0.89873417721519,-0.241
"rigid",0.83695652173913,0.215
"rigorous",0.484848484848485,-0.039
"risque",0.622641509433962,NA
"ritualistic",0.91358024691358,-0.235
"rivalrous",0.928571428571429,NA
"roguish",0.506172839506173,-0.248
"rollicking",0.5125,-0.246
"romantic",0.686046511627907,0.308
"rootless",0.731707317073171,NA
"rough",0.432835820895522,0.767
"rough-and-ready",0.683544303797468,NA
"rowdy",0.91025641025641,-0.239
"rudderless",0.6,NA
"rude",0.920454545454545,-0.249
"rueful",0.36144578313253,-0.241
"rugged",0.849462365591398,-0.08
"ruminative",0.5375,NA
"rumpled",0.822916666666667,-0.238
"run-down",0.790697674418605,NA
"rushed",0.558441558441558,0.388
"rustic",0.619718309859155,-0.143
"ruthless",0.942857142857143,-0.149
"saccharine",0.563829787234043,NA
"sacrilegious",0.486111111111111,-0.239
"sad",0.949367088607595,-0.244
"sadistic",0.901408450704225,-0.232
"sagacious",0.28169014084507,-0.216
"sage",0.589041095890411,-0.238
"saintly",0.72972972972973,-0.21
"salacious",0.630952380952381,NA
"salty",0.347222222222222,-0.211
"salubrious",0.320987654320988,NA
"sanctimonious",0.849315068493151,NA
"sanguine",0.175675675675676,-0.174
"sappy",0.842696629213483,NA
"sarcastic",0.696078431372549,-0.183
"sardonic",0.588235294117647,-0.231
"sassy",0.714285714285714,NA
"satirical",0.551724137931034,-0.194
"satisfied",0.918918918918919,-0.229
"saturnine",0.233766233766234,NA
"saucy",0.367816091954023,-0.231
"savage",0.926829268292683,0.238
"scampish",0.648351648351648,NA
"scandalmongering",0.528735632183908,NA
"scandalous",0.869565217391304,-0.184
"scared",0.976744186046512,0.147
"scary",0.888888888888889,-0.159
"scatterbrained",0.931506849315068,NA
"scattered",0.725,-0.241
"scheduled",0.80952380952381,0.062
"scheming",0.878048780487805,-0.226
"scholarly",0.907894736842105,-0.241
"scholastic",0.935897435897436,-0.189
"scientific",0.75609756097561,1.757
"scoffing",0.853333333333333,NA
"scornful",0.9,-0.202
"scowling",0.945054945054945,-0.228
"scrappy",0.646341463414634,NA
"screwy",0.611111111111111,NA
"scrounging",0.630769230769231,NA
"scrupulous",0.642105263157895,-0.189
"seclusive",0.897058823529412,NA
"secretive",0.987951807228916,-0.218
"secure",0.556962025316456,-0.179
"sedate",0.0869565217391304,-0.231
"sedentary",0.747572815533981,-0.2
"seditious",0.414893617021277,-0.229
"seductive",0.920634920634921,-0.184
"seedy",0.671232876712329,-0.241
"seething",0.576923076923077,-0.213
"selective",0.842105263157895,0.068
"self-absorbed",0.976190476190476,NA
"self-actualized",0.717647058823529,NA
"self-assertive",0.912087912087912,NA
"self-assured",0.964705882352941,NA
"self-centered",0.975,NA
"self-confident",0.861538461538462,NA
"self-conscious",0.837209302325581,NA
"self-consistent",0.527777777777778,NA
"self-contained",0.841463414634146,NA
"self-controlled",0.946666666666667,NA
"self-correcting",0.968421052631579,NA
"self-critical",0.846153846153846,NA
"self-deceiving",0.746478873239437,NA
"self-defeating",0.872340425531915,NA
"self-defensive",0.839506172839506,NA
"self-deluding",0.828947368421053,NA
"self-denying",0.778947368421053,NA
"self-deprecating",0.82051282051282,NA
"self-destructive",0.986301369863014,NA
"self-disciplined",0.926470588235294,NA
"self-disparaging",0.829545454545455,NA
"self-doubting",0.98936170212766,NA
"self-educated",0.9875,NA
"self-effacing",0.49438202247191,NA
"self-examining",0.891891891891892,NA
"self-excusing",0.763157894736842,NA
"self-expressive",0.902777777777778,NA
"self-important",0.885714285714286,NA
"self-indulgent",0.922222222222222,NA
"self-interested",0.962962962962963,NA
"self-involved",0.933333333333333,NA
"self-limiting",0.662921348314607,NA
"self-loathing",0.864583333333333,NA
"self-pitying",0.953488372093023,NA
"self-possessed",0.413793103448276,NA
"self-punishing",0.985714285714286,NA
"self-reflective",0.908163265306122,NA
"self-regulating",0.946666666666667,NA
"self-reliant",0.77906976744186,NA
"self-reproachful",0.703703703703704,NA
"self-respecting",0.864864864864865,NA
"self-restrained",0.9375,NA
"self-revealing",0.925925925925926,NA
"self-righteous",0.897058823529412,NA
"self-sacrificing",0.97,NA
"self-satisfied",0.915492957746479,NA
"self-seeking",0.835616438356164,NA
"self-sufficient",0.936842105263158,NA
"self-supporting",0.955555555555556,NA
"self-taught",0.958333333333333,NA
"self-willed",0.658227848101266,NA
"selfish",0.95,0.127
"selfless",0.782051282051282,-0.228
"senile",0.904255319148936,-0.238
"sensation-seeking",0.878787878787879,NA
"senseless",0.691489361702128,-0.153
"sensible",0.847058823529412,0.284
"sensing",0.428571428571429,-0.092
"sensitive",0.759036144578313,0.795
"sensual",0.952380952380952,-0.114
"sensuous",0.85593220338983,-0.18
"sententious",0.194805194805195,NA
"sentimental",0.8,-0.075
"serene",0.819277108433735,-0.104
"serious",0.658227848101266,2.488
"serious-minded",0.715909090909091,NA
"serpentine",0.865853658536585,-0.233
"servile",0.826086956521739,-0.199
"severe",0.830985915492958,-0.175
"sexless",0.869047619047619,NA
"sexy",0.883116883116883,-0.15
"shady",0.845070422535211,-0.155
"shaky",0.651515151515151,-0.187
"shallow",0.858974358974359,-0.24
"shameless",0.848484848484849,-0.212
"sharp-tongued",0.716049382716049,NA
"sharp-witted",0.887096774193548,NA
"sheepish",0.682926829268293,-0.241
"shiftless",0.388349514563107,NA
"shocking",0.863013698630137,-0.097
"short",0.5,-0.24
"short-spoken",0.816901408450704,NA
"short-tempered",0.975308641975309,NA
"shortsighted",0.901408450704225,-0.246
"showy",0.886363636363636,-0.22
"shrewd",0.465909090909091,-0.107
"shrewish",0.698924731182796,NA
"shrieking",0.943181818181818,-0.204
"shrill",0.957894736842105,-0.121
"shrinking",0.785714285714286,-0.134
"shy",0.880952380952381,-0.247
"sick",0.9,-0.206
"sickly",0.6,-0.165
"significant",0.858585858585859,3.519
"silent",0.859154929577465,1.325
"silly",0.732558139534884,0.12
"simple",0.772727272727273,-0.008
"simpleminded",0.941176470588235,NA
"sincere",0.862068965517241,0.163
"sinful",0.758241758241758,-0.056
"single-minded",0.694444444444444,NA
"sinister",0.867469879518072,-0.111
"sisterly",0.89010989010989,-0.246
"skeptical",0.9625,-0.124
"sketchy",0.857142857142857,-0.239
"skilled",0.952380952380952,0.184
"skillful",0.869047619047619,-0.178
"skinny",0.956521739130435,-0.177
"skittish",0.302325581395349,NA
"slanderous",0.9125,NA
"slapdash",0.602739726027397,NA
"slavish",0.476190476190476,-0.236
"sleazy",0.51219512195122,NA
"sleek",0.971428571428571,-0.191
"sleepy",0.340425531914894,-0.117
"slender",0.943181818181818,0.085
"slick",0.663865546218487,-0.194
"slim",0.976744186046512,-0.093
"slinking",0.793814432989691,NA
"slippery",0.525641025641026,-0.132
"slipshod",0.698795180722892,NA
"sloppy",0.934065934065934,-0.223
"slothful",0.945945945945946,-0.246
"slovenly",0.604651162790698,-0.237
"slow",0.797752808988764,1.406
"slow-witted",0.905405405405405,NA
"sluggish",0.989247311827957,-0.188
"sluttish",0.829545454545455,NA
"sly",0.894117647058824,-0.166
"smart",0.902173913043478,-0.106
"smooth",0.0909090909090909,0.691
"smooth-spoken",0.914634146341463,NA
"smug",0.743243243243243,-0.222
"smutty",0.82051282051282,NA
"snarling",0.948275862068966,-0.229
"sneaky",0.826086956521739,-0.246
"sneering",0.581081081081081,-0.231
"snide",0.828571428571429,NA
"snippy",0.881578947368421,NA
"sniveling",0.685714285714286,NA
"snobbish",0.814285714285714,NA
"snoopy",0.684684684684685,NA
"snooty",0.931034482758621,NA
"sober",0.673684210526316,0.032
"sober-minded",0.734939759036145,NA
"sociable",0.95,-0.215
"social",0.791666666666667,9.99
"soft",0.733333333333333,1.726
"soft-hearted",0.950617283950617,NA
"soft-shelled",0.831460674157303,NA
"soft-spoken",0.947368421052632,NA
"soldierly",0.695652173913043,-0.243
"solemn",0.835051546391753,0.317
"solicitous",0.27027027027027,-0.221
"solitary",0.968421052631579,0.149
"somber",0.738636363636364,-0.207
"soothing",0.493589743589744,-0.107
"sophisticated",0.878787878787879,0.17
"sophomoric",0.420289855072464,NA
"sorry",0.884057971014493,-0.029
"soulful",0.684782608695652,NA
"sour",0.709677419354839,-0.084
"spare",0.505263157894737,0.324
"sparkling",0.425287356321839,-0.067
"specific",0.891304347826087,4.814
"speedy",0.94047619047619,-0.127
"spineless",0.897058823529412,NA
"spirited",0.926829268292683,-0.08
"spiritless",0.823529411764706,NA
"spiritual",0.942528735632184,-0.072
"spiteful",0.865979381443299,-0.228
"splenetic",0.0970873786407767,NA
"spoiled",0.853932584269663,-0.088
"spontaneous",0.674418604651163,0.103
"sporting",0.227272727272727,-0.078
"sportsmanlike",0.911392405063291,NA
"sporty",0.518072289156627,NA
"sprightly",0.780487804878049,-0.228
"spritely",0.7875,NA
"spry",0.828125,NA
"spunky",0.659090909090909,NA
"sputtering",0.516129032258065,-0.233
"spying",0.831168831168831,-0.206
"squeamish",0.566265060240964,-0.248
"stable",0.949367088607595,0.787
"stalwart",0.493827160493827,-0.204
"standoffish",0.904761904761905,NA
"star-crossed",0.376623376623377,NA
"stark",0.558441558441558,-0.109
"startling",0.625,-0.038
"stately",0.676056338028169,-0.053
"statesmanlike",0.791208791208791,NA
"statistical",0.905882352941176,-0.028
"steadfast",0.839506172839506,-0.164
"steady",0.582278481012658,0.638
"steadying",0.689655172413793,-0.24
"stealthy",0.698924731182796,-0.223
"steely",0.648648648648649,-0.237
"stentorian",0.181818181818182,NA
"stern",0.91358024691358,0.206
"stiff",0.755555555555556,0.15
"stifling",0.653333333333333,-0.195
"stinging",0.810810810810811,-0.197
"stingy",0.876923076923077,-0.242
"stodgy",0.607594936708861,NA
"stoic",0.790123456790123,-0.209
"stolid",0.369565217391304,-0.228
"stormy",0.595238095238095,-0.112
"stout-hearted",0.554054054054054,NA
"straightforward",0.935897435897436,0.074
"strait-laced",0.75,NA
"strange",0.888888888888889,-0.072
"strict",0.888888888888889,0.422
"stringent",0.840579710144927,-0.151
"strong",0.853211009174312,0.002
"strong-minded",0.876404494382023,NA
"strong-willed",0.822916666666667,NA
"stubborn",0.883720930232558,-0.087
"stuck-up",0.789473684210526,NA
"studious",0.686046511627907,-0.215
"stuffy",0.626666666666667,-0.227
"stupid",0.638297872340426,0.312
"sturdy",0.914634146341463,-0.094
"stylish",0.960526315789474,-0.213
"suave",0.688172043010753,-0.241
"subdued",0.828125,-0.044
"subjective",0.666666666666667,0.233
"submissive",0.845238095238095,-0.189
"subservient",0.902173913043478,-0.197
"substantive",0.546511627906977,-0.246
"subversive",0.661764705882353,-0.174
"successful",0.693693693693694,-0.148
"sugary",0.696629213483146,-0.245
"suggestible",0.873684210526316,NA
"sulky",0.594594594594595,-0.225
"sullen",0.789473684210526,-0.13
"sultry",0.692307692307692,-0.216
"sunny",0.9625,-0.219
"supercilious",0.230769230769231,-0.242
"superficial",0.844155844155844,-0.242
"superior",0.458823529411765,1.091
"supersensitive",0.829545454545455,NA
"superstitious",0.682926829268293,-0.118
"supportive",0.987341772151899,0.008
"surly",0.63,-0.218
"surprised",0.9125,1.059
"surprising",0.829545454545455,0.418
"suspicious",0.917647058823529,0.091
"swaggering",0.8875,-0.244
"swanky",0.726027397260274,NA
"sweet",0.917647058823529,1.508
"swellheaded",0.693181818181818,NA
"sycophantic",0.433333333333333,NA
"sympathetic",0.925925925925926,0.168
"systematic",0.941176470588235,-0.191
"taciturn",0.380281690140845,-0.237
"tacky",0.835294117647059,-0.249
"tactful",0.634146341463415,-0.237
"tactical",0.898876404494382,-0.105
"tactile",0.634408602150538,-0.254
"tactless",0.691489361702128,-0.254
"talented",0.949367088607595,-0.252
"talkative",0.9125,-0.222
"tame",0.596774193548387,-0.106
"tasteful",0.88,-0.235
"tasteless",0.902439024390244,-0.234
"tawdry",0.691489361702128,-0.241
"teachable",0.91588785046729,-0.248
"tearful",0.951807228915663,-0.209
"teary",0.96,-0.253
"teasing",0.949367088607595,-0.15
"technical",0.91578947368421,0.054
"temperamental",0.833333333333333,-0.239
"temperate",0.682926829268293,-0.11
"tempestuous",0.7,-0.228
"temptable",0.826086956521739,NA
"tenacious",0.701149425287356,-0.208
"tender",0.976470588235294,0.667
"tender-hearted",0.925,NA
"tenderminded",0.153061224489796,NA
"tense",0.918604651162791,-0.235
"tentative",0.67948717948718,-0.14
"terrible",0.985507246376812,1.048
"terrific",0.658536585365854,-0.096
"terrifying",0.946564885496183,-0.141
"terse",0.551282051282051,-0.228
"testy",0.922077922077922,-0.252
"thankful",1,-0.002
"thankless",0.884057971014493,-0.244
"theatrical",0.783783783783784,-0.247
"theoretical",0.580246913580247,-0.255
"thick",0.752808988764045,-0.222
"thick-skinned",0.79746835443038,NA
"thick-witted",0.658227848101266,NA
"thickheaded",0.409090909090909,NA
"thin",0.776315789473684,-0.188
"thin-skinned",0.950617283950617,NA
"thinking",0.697674418604651,3.834
"thorny",0.518987341772152,-0.213
"thorough",0.829268292682927,0.223
"thoroughgoing",0.579545454545455,-0.241
"thoughtful",0.961038961038961,-0.254
"thoughtless",0.716216216216216,-0.191
"threatening",0.905882352941176,-0.252
"thriftless",0.853333333333333,NA
"thrifty",0.825581395348837,-0.221
"thundering",0.565217391304348,-0.198
"thunderous",0.811764705882353,-0.232
"ticklish",0.797619047619048,-0.249
"tidy",0.944444444444444,-0.174
"tight",0.74025974025974,-0.24
"tight-lipped",0.91025641025641,NA
"timid",0.921348314606742,-0.074
"timorous",0.494845360824742,-0.241
"tiny",0.978947368421053,-0.219
"tired",0.689189189189189,0.883
"tireless",0.927710843373494,-0.215
"tolerant",0.74025974025974,-0.119
"torpid",0.322222222222222,-0.242
"touchy",0.655172413793103,-0.24
"tough",0.7,-0.23
"tough-minded",0.561797752808989,NA
"traditional",0.912087912087912,2.182
"tragic",0.826086956521739,-0.242
"traitorous",0.861111111111111,-0.243
"tranquil",0.865168539325843,-0.134
"transgressive",0.633802816901408,-0.239
"transparent",0.877777777777778,0.116
"treacherous",0.735632183908046,-0.123
"tremulous",0.434782608695652,-0.196
"trenchant",0.144578313253012,-0.243
"trendy",0.951807228915663,-0.236
"tricky",0.821917808219178,-0.176
"trim",0.65,-0.096
"troubled",0.924050632911392,0.279
"troublesome",0.861111111111111,-0.074
"truculent",0.225,-0.249
"trusted",0.988636363636364,-0.248
"trustful",0.714285714285714,-0.245
"trusting",0.960526315789474,-0.066
"trustworthy",0.928571428571429,-0.13
"trusty",0.866666666666667,-0.209
"truthful",0.86046511627907,-0.147
"truthless",0.535211267605634,NA
"twisted",0.729411764705882,0.108
"twitchy",0.863013698630137,NA
"tyrannical",0.835443037974684,-0.194
"ugly",0.206896551724138,-0.238
"ultraconservative",0.746268656716418,NA
"ultracritical",0.691358024691358,NA
"ultrademocratic",0.540229885057471,NA
"ultrafastidious",0.678571428571429,NA
"ultraintellectual",0.663157894736842,NA
"ultrarefined",0.681818181818182,NA
"ultrareligious",0.705263157894737,NA
"ultrasensual",0.444444444444444,NA
"ultrasentimental",0.435185185185185,NA
"ultraspiritual",0.75,NA
"unabashed",0.690140845070423,-0.241
"unable",0.920454545454545,1.26
"unaccessible",0.835820895522388,NA
"unaccommodating",0.841584158415842,NA
"unaccomplished",0.75609756097561,NA
"unaccountable",0.976190476190476,-0.197
"unadaptable",0.945652173913043,NA
"unadulterous",0.654867256637168,NA
"unadventurous",0.925373134328358,NA
"unaffable",0.48780487804878,NA
"unaffected",0.415730337078652,-0.13
"unaffectionate",0.975903614457831,NA
"unafraid",0.906976744186046,-0.243
"unaggressive",0.845238095238095,NA
"unagreeable",0.666666666666667,NA
"unaiding",0.893333333333333,NA
"unalert",0.883116883116883,NA
"unalterable",0.716216216216216,-0.227
"unambitious",0.893333333333333,NA
"unamiable",0.653846153846154,NA
"unamusable",0.77906976744186,NA
"unanalytic",0.867469879518072,NA
"unanchored",0.575342465753425,NA
"unanimated",0.72,NA
"unappreciative",0.792682926829268,NA
"unapproachable",0.674157303370786,-0.243
"unargumentative",0.72093023255814,NA
"unartistic",0.925,NA
"unashamed",0.835294117647059,-0.253
"unaspiring",0.451219512195122,NA
"unassertive",0.824175824175824,NA
"unassisting",0.904761904761905,NA
"unassuming",0.659340659340659,-0.232
"unassured",0.82,NA
"unattractive",0.971698113207547,-0.209
"unauthoritative",0.833333333333333,NA
"unbalanced",0.670103092783505,-0.207
"unbashful",0.766233766233766,NA
"unbelievable",0.925,-0.255
"unbelligerent",0.55,NA
"unbendable",0.706422018348624,NA
"unbending",0.736842105263158,-0.242
"unbenevolent",0.463414634146341,NA
"unbewailing",0.307692307692308,NA
"unbiased",0.933333333333333,-0.206
"unbigoted",0.661764705882353,NA
"unblushing",0.457446808510638,NA
"unboastful",0.712962962962963,NA
"unbold",0.317647058823529,NA
"unbookish",0.84375,NA
"unbridled",0.816091954022989,-0.224
"unbusinesslike",0.208695652173913,NA
"uncalculating",0.602739726027397,NA
"uncandid",0.636363636363636,NA
"uncareful",0.582278481012658,NA
"uncautious",0.862068965517241,NA
"unceremonious",0.518987341772152,-0.253
"uncertain",0.763157894736842,-0.239
"unchangeable",0.835051546391753,-0.216
"unchanging",0.944444444444444,-0.197
"uncharitable",0.573333333333333,-0.246
"unchaste",0.554054054054054,NA
"uncheerful",0.825581395348837,NA
"uncheery",0.707317073170732,NA
"unchivalrous",0.902777777777778,NA
"uncivil",0.861702127659574,-0.247
"uncivilized",0.9375,-0.235
"unclear",0.83695652173913,-0.013
"uncollected",0.402298850574713,NA
"uncomfortable",0.558441558441558,0.157
"uncommunicative",0.921052631578947,NA
"uncompanionable",0.81578947368421,NA
"uncompassionate",0.915492957746479,NA
"uncompetitive",0.692307692307692,NA
"uncomplaining",0.526315789473684,-0.253
"uncomplaisant",0.56578947368421,NA
"uncomplicated",0.892857142857143,-0.23
"uncompromising",0.923913043478261,-0.194
"unconcealing",0.654761904761905,NA
"unconciliatory",0.530612244897959,NA
"unconfident",0.648148148148148,NA
"unconfiding",0.72972972972973,NA
"unconformable",0.296296296296296,NA
"uncongenial",0.746987951807229,-0.245
"unconscientious",0.581632653061224,NA
"unconstrainable",0.868421052631579,NA
"unconstrained",0.8125,-0.235
"unconstructive",0.767123287671233,NA
"uncontainable",0.872093023255814,NA
"uncontradictable",0.727272727272727,NA
"uncontriving",0.35,NA
"uncontrolled",0.789473684210526,-0.177
"unconventional",0.909090909090909,-0.19
"uncooperative",1,-0.247
"uncordial",0.732142857142857,NA
"uncorrupted",0.894117647058824,-0.252
"uncourteous",0.877777777777778,NA
"uncourtly",0.623376623376623,NA
"uncouth",0.752941176470588,-0.211
"uncrafty",0.704225352112676,NA
"uncreative",0.930232558139535,NA
"uncritical",0.863636363636364,-0.229
"uncultivated",0.732394366197183,-0.226
"uncultured",0.847222222222222,-0.252
"uncunning",0.595238095238095,NA
"uncurbable",0.391891891891892,NA
"uncurious",0.8,NA
"undaunted",0.815384615384615,-0.225
"undeceivable",0.878048780487805,NA
"undeceptive",0.732673267326733,NA
"undefeatable",0.939024390243902,NA
"undelaying",0.685393258426966,NA
"undeliberate",0.845238095238095,NA
"undeliberative",0.642857142857143,NA
"undemanding",0.872340425531915,NA
"undemocratic",0.618421052631579,-0.241
"undemonstrative",0.568421052631579,NA
"undependable",0.934065934065934,NA
"underhanded",0.763888888888889,-0.254
"underogatory",0.426829268292683,NA
"understandable",0.734177215189873,-0.112
"understanding",0.939759036144578,-0.246
